resource_id,final_score,rank_position,spectral_centroid_med,spectral_centroid_iqr,spectral_bandwidth_iqr,f0,hnr_med,filenames,amp
746,-0.14844968371314046,146,1100.0448638146747,414.47334023900953,217.1168084184632,175.62564499846297,24.17444,LP_Lick4 10-Roland Jazz Chorus.wav,Roland Jazz Chorus
787,-0.148498440143821,147,1114.76627168425,876.6283710386797,888.5562452132942,86.80420620725057,17.084564,Rock4_125bpm 9-Plugin_GTR Amp.wav,Plugin_GTR Amp
632,-0.14944783203276638,148,622.5601973396211,177.16363230017862,382.50859358809794,206.4563592676515,50.38876,AR_Harmonic 8-Orange Rocker30 Head.wav,Orange Rocker30 Head
687,-0.15169105643038766,149,502.1354998558122,270.8579135017363,364.0266826119587,69.6970834057884,20.10429,E1-Minor 7-Marshall JCM800.wav,Marshall JCM800
733,-0.1520816121720843,150,1146.336304568688,406.0606005964298,525.2630478240471,69.6970834057884,8.436523,Jazz_6_160bpm 11-VOXac30 custom.wav,VOXac30 custom
775,-0.15567800562053535,151,1347.817800527078,1383.0439347710242,1069.8667612310203,82.88426748110167,16.950989,Pop7_70bpm 11-VOXac30 custom.wav,VOXac30 custom
747,-0.15844777178761504,152,1480.4402895591768,745.3644110753819,470.081806273244,175.62564499846297,27.436604,LP_Lick4 11-VOXac30 custom.wav,VOXac30 custom
636,-0.15923883143221645,153,1339.5201342550893,206.69541253817624,248.5213887687339,221.27444703492776,32.745384,AR_Lick6 5-Fender deluxe reverb.wav,Fender deluxe reverb
666,-0.16281706844612773,154,842.0900732517965,503.4855881165903,677.0130246479486,65.40639132514966,15.447857,country_1_110bpm 7-Marshall JCM800.wav,Marshall JCM800
768,-0.168937948778586,155,1406.907433576359,417.6484384728019,323.8318034817298,65.7852866955572,7.8689938,Pop6_90bpm 11-VOXac30 custom.wav,VOXac30 custom
630,-0.17583417598640036,156,632.644390538473,193.09652364805615,379.9801649154135,206.4563592676515,49.565945,AR_Harmonic 6-Marshall 1959Plexi.wav,Marshall 1959Plexi
641,-0.17836501636554272,157,1095.314301403183,242.2874882430765,117.22605157081694,221.27444703492776,32.711266,AR_Lick6 10-Roland Jazz Chorus.wav,Roland Jazz Chorus
717,-0.1792582848672721,158,1125.932488676002,572.4391866594434,502.591103089834,220.0,28.45251,FS_Lick11_KN 9-Plugin_GTR Amp.wav,Plugin_GTR Amp
715,-0.18114490506103953,159,1093.1545598523594,585.8964400848781,588.3642702966133,220.0,28.738672,FS_Lick11_KN 7-Marshall JCM800.wav,Marshall JCM800
